SubNo,"Group(1=OHRHV,SLRLV; 2=OHRLV,SLRHV; 3=OLRHV,SHRLV, 4 = OLRLV,SHRHV)",Block_trial,Block,VarDist_cond,Run_number,Targ1_position,Targ2_position,Red_targ_digit,Blue_targ_digit,Response,Targ_Choice,Acc,RewardOutcome(0=inaccurate;1=lowReward;2=highReward),VarianceOutcome(0=inaccurate; 1=lowVariance; 2=highVariance),OutcomeValue,Points,RT,Optimal_Choice,Repeat_Switch,Original_SubNo
1,1,1,1,2,1,38,13,5,2,5,1,1,2.0,2.0,3.8,3.8,2863,1.0,,1
1,1,2,1,2,2,35,27,3,5,3,1,1,2.0,2.0,3.22,7.02,1745,1.0,1.0,1
1,1,3,1,2,3,11,10,2,5,2,1,1,2.0,2.0,4.06,11.08,3149,1.0,1.0,1
1,1,4,1,2,4,9,46,5,3,5,1,1,2.0,2.0,4.14,15.22,1490,1.0,1.0,1
1,1,5,1,2,5,6,45,2,4,2,1,1,2.0,2.0,3.46,18.68,3945,1.0,1.0,1
1,1,6,1,1,1,50,42,4,2,4,1,1,1.0,1.0,2.14,20.82,2925,0.0,1.0,1
1,1,7,1,1,2,41,50,2,4,2,1,1,1.0,1.0,2.14,22.96,2663,0.0,1.0,1
1,1,8,1,1,3,35,52,5,3,5,1,1,1.0,1.0,2.0,24.96,1388,0.0,1.0,1
1,1,9,1,1,4,24,30,3,4,3,1,1,1.0,1.0,2.04,27.0,4067,0.0,1.0,1
1,1,10,1,1,5,17,5,4,3,4,1,1,1.0,1.0,2.02,29.02,2169,0.0,1.0,1
1,1,11,1,1,6,54,20,5,3,5,1,1,1.0,1.0,1.98,31.0,3649,0.0,1.0,1
1,1,12,1,2,1,24,26,3,2,3,1,1,2.0,2.0,4.34,35.34,3655,1.0,1.0,1
1,1,13,1,2,2,17,30,3,5,3,1,1,2.0,2.0,3.72,39.06,2199,1.0,1.0,1
1,1,14,1,2,3,11,32,2,4,2,1,1,2.0,2.0,5.03,44.09,2337,1.0,1.0,1
1,1,15,1,2,4,30,41,3,5,3,1,1,2.0,2.0,3.94,48.03,1192,1.0,1.0,1
1,1,16,1,2,5,8,2,3,5,3,1,1,2.0,2.0,4.05,52.08,1810,1.0,1.0,1
1,1,17,1,2,6,14,1,5,4,5,1,1,2.0,2.0,4.5,56.58,2845,1.0,1.0,1
1,1,18,1,1,1,15,21,5,4,5,1,1,1.0,1.0,2.01,58.59,1274,0.0,1.0,1
1,1,19,1,1,2,46,9,2,3,2,1,1,1.0,1.0,1.99,60.58,9728,0.0,1.0,1
1,1,20,1,1,3,4,9,2,5,2,1,1,1.0,1.0,1.9,62.48,2662,0.0,1.0,1
1,1,21,1,1,4,10,54,3,5,3,1,1,1.0,1.0,2.03,64.51,4425,0.0,1.0,1
1,1,22,1,1,5,5,17,5,2,5,1,1,1.0,1.0,1.84,66.35,6224,0.0,1.0,1
1,1,23,1,2,1,39,4,3,5,3,1,1,2.0,2.0,4.34,70.69,2906,1.0,1.0,1
1,1,24,1,2,2,47,26,5,3,5,1,1,2.0,2.0,4.77,75.46,2474,1.0,1.0,1
1,1,25,1,2,3,29,17,5,3,5,1,1,2.0,2.0,3.67,79.13,896,1.0,1.0,1
1,1,26,1,2,4,36,10,5,2,5,1,1,2.0,2.0,4.4,83.53,2145,1.0,1.0,1
1,1,27,1,1,1,51,4,3,2,3,1,1,1.0,1.0,2.15,85.68,1952,0.0,1.0,1
1,1,28,1,1,2,16,38,4,2,4,1,1,1.0,1.0,1.81,87.49,3321,0.0,1.0,1
1,1,29,1,1,3,37,30,4,5,4,1,1,1.0,1.0,1.83,89.32,10099,0.0,1.0,1
1,1,30,1,1,4,9,27,4,2,4,1,1,1.0,1.0,2.07,91.39,9735,0.0,1.0,1
1,1,31,1,2,1,36,19,4,5,4,1,1,2.0,2.0,3.81,95.2,2014,1.0,1.0,1
1,1,32,1,1,1,9,16,3,4,3,1,1,1.0,1.0,2.08,97.28,10010,0.0,1.0,1
1,1,33,1,1,2,45,33,4,5,4,1,1,1.0,1.0,2.1,99.38,5305,0.0,1.0,1
1,1,34,1,1,3,16,37,5,2,5,1,1,1.0,1.0,2.08,101.46,1568,0.0,1.0,1
1,1,35,1,2,1,26,43,4,3,4,1,1,2.0,2.0,4.61,106.07,3133,1.0,1.0,1
1,1,36,1,2,2,31,5,4,3,4,1,1,2.0,2.0,4.32,110.39,1097,1.0,1.0,1
1,1,37,1,1,1,9,40,4,5,4,1,1,1.0,1.0,2.14,112.53,8738,0.0,1.0,1
1,1,38,1,1,2,50,11,3,4,3,1,1,1.0,1.0,1.86,114.39,5929,0.0,1.0,1
1,1,39,1,2,1,5,8,2,4,2,1,1,2.0,2.0,3.99,118.38,2249,1.0,1.0,1
1,1,40,1,2,2,26,3,2,4,2,1,1,2.0,2.0,3.93,122.31,2588,1.0,1.0,1
1,1,41,1,2,3,45,8,2,3,2,1,1,2.0,2.0,3.24,125.55,2663,1.0,1.0,1
1,1,42,1,1,1,27,12,4,2,4,1,1,1.0,1.0,2.03,127.58,7849,0.0,1.0,1
1,1,43,1,2,1,14,28,3,2,3,1,1,2.0,2.0,3.5,131.08,1784,1.0,1.0,1
1,1,44,1,2,2,11,17,3,2,4,0,0,0.0,0.0,0.0,131.08,1544,,,1
1,1,45,1,2,3,47,4,4,3,4,1,1,2.0,2.0,4.67,135.75,3906,1.0,,1
1,1,46,1,1,1,12,50,2,3,2,1,1,1.0,1.0,1.91,137.66,1409,0.0,1.0,1
1,1,47,1,1,2,45,21,3,4,3,1,1,1.0,1.0,2.06,139.72,4058,0.0,1.0,1
1,1,48,1,1,3,45,13,2,3,2,1,1,1.0,1.0,2.03,141.75,6103,0.0,1.0,1
1,1,49,1,1,4,13,47,2,5,2,1,1,1.0,1.0,1.89,143.64,5304,0.0,1.0,1
1,1,50,1,2,1,51,50,3,4,3,1,1,2.0,2.0,2.98,146.62,1552,1.0,1.0,1
1,1,51,1,2,2,47,43,4,3,4,1,1,2.0,2.0,3.97,150.59,2444,1.0,1.0,1
1,1,52,1,2,3,4,42,5,4,5,1,1,2.0,2.0,3.52,154.11,1255,1.0,1.0,1
1,1,53,1,2,4,22,48,5,2,5,1,1,2.0,2.0,4.29,158.4,2214,1.0,1.0,1
1,1,54,1,1,1,13,52,4,2,4,1,1,1.0,1.0,2.06,160.46,4101,0.0,1.0,1
1,1,55,1,1,2,16,10,2,3,2,1,1,1.0,1.0,2.2,162.66,2181,0.0,1.0,1
1,1,56,1,1,3,29,30,5,3,5,1,1,1.0,1.0,2.07,164.73,2409,0.0,1.0,1
1,1,57,1,1,4,34,3,3,2,3,1,1,1.0,1.0,1.92,166.65,2680,0.0,1.0,1
1,1,58,1,1,5,2,5,5,3,5,1,1,1.0,1.0,2.04,168.69,1317,0.0,1.0,1
1,1,59,1,1,6,49,38,2,4,2,1,1,1.0,1.0,1.88,170.57,3553,0.0,1.0,1
1,1,60,1,2,1,40,35,4,5,4,1,1,2.0,2.0,3.99,174.56,2216,1.0,1.0,1
1,1,61,1,2,2,24,30,3,2,3,1,1,2.0,2.0,3.98,178.54,2249,1.0,1.0,1
1,1,62,1,2,3,17,11,5,2,5,1,1,2.0,2.0,4.0,182.54,1924,1.0,1.0,1
1,1,63,1,2,4,52,16,2,5,2,1,1,2.0,2.0,3.85,186.39,2441,1.0,1.0,1
1,1,64,1,2,5,23,52,4,5,4,1,1,2.0,2.0,4.52,190.91,3049,1.0,1.0,1
1,1,65,1,1,1,39,52,5,4,5,1,1,1.0,1.0,1.78,192.69,4674,0.0,1.0,1
1,1,66,1,1,2,47,11,2,3,2,1,1,1.0,1.0,2.05,194.74,2491,0.0,1.0,1
1,1,67,1,1,3,24,51,2,5,2,1,1,1.0,1.0,2.11,196.85,1329,0.0,1.0,1
1,1,68,1,2,1,31,4,3,5,3,1,1,2.0,2.0,4.34,201.19,3921,1.0,1.0,1
1,1,69,1,1,1,3,2,3,4,4,2,1,2.0,2.0,4.27,205.46,3465,1.0,2.0,1
1,1,70,1,2,1,52,25,4,2,2,2,1,1.0,1.0,2.0,207.46,3162,0.0,1.0,1
1,1,71,1,2,2,18,20,2,5,5,2,1,1.0,1.0,2.08,209.54,2424,0.0,1.0,1
1,1,72,1,2,3,38,6,2,3,3,2,1,1.0,1.0,2.07,211.61,1567,0.0,1.0,1
1,1,73,1,2,4,50,38,4,2,2,2,1,1.0,1.0,1.97,213.58,6128,0.0,1.0,1
1,1,74,1,2,5,30,23,4,3,4,1,1,2.0,2.0,3.82,217.4,992,1.0,2.0,1
1,1,75,1,2,6,7,6,3,4,3,1,1,2.0,2.0,3.86,221.26,9143,1.0,1.0,1
1,1,76,1,1,1,43,2,2,5,5,2,1,2.0,2.0,3.3,224.56,1122,1.0,2.0,1
1,1,77,1,1,2,50,17,5,4,4,2,1,2.0,2.0,3.89,228.45,1240,1.0,1.0,1
1,1,78,1,1,3,14,13,5,4,4,2,1,2.0,2.0,4.06,232.51,4296,1.0,1.0,1
1,1,79,1,1,4,23,29,5,2,2,2,1,2.0,2.0,4.15,236.66,2393,1.0,1.0,1
1,1,80,1,1,5,47,14,3,2,2,2,1,2.0,2.0,4.68,241.34,1488,1.0,1.0,1
1,1,81,1,2,1,3,38,4,3,4,1,1,2.0,2.0,3.83,245.17,1617,1.0,2.0,1
1,1,82,1,2,2,16,53,2,4,2,1,1,2.0,2.0,4.29,249.46,1392,1.0,1.0,1
1,1,83,1,1,1,40,30,4,5,4,1,1,1.0,1.0,2.09,251.55,4319,0.0,1.0,1
1,1,84,1,1,2,4,50,5,4,4,2,1,2.0,2.0,4.44,255.99,1849,1.0,2.0,1
1,1,1,2,2,1,30,45,3,4,3,1,1,2.0,2.0,3.53,259.52,2313,1.0,,1
1,1,2,2,2,2,15,7,4,5,4,1,1,2.0,2.0,4.1,263.62,1623,1.0,1.0,1
1,1,3,2,2,3,18,54,2,3,2,1,1,2.0,2.0,4.11,267.73,3106,1.0,1.0,1
1,1,4,2,2,4,13,14,4,2,4,1,1,2.0,2.0,3.53,271.26,1550,1.0,1.0,1
1,1,5,2,2,5,23,8,2,4,2,1,1,2.0,2.0,3.65,274.91,2729,1.0,1.0,1
1,1,6,2,2,6,35,30,5,2,5,1,1,2.0,2.0,4.51,279.42,3912,1.0,1.0,1
1,1,7,2,1,1,36,33,4,3,3,2,1,2.0,2.0,3.94,283.36,2415,1.0,2.0,1
1,1,8,2,1,2,3,9,2,4,4,2,1,2.0,2.0,4.18,287.54,1577,1.0,1.0,1
1,1,9,2,1,3,9,10,2,5,5,2,1,2.0,2.0,4.04,291.58,1440,1.0,1.0,1
1,1,10,2,1,4,18,30,5,2,2,2,1,2.0,2.0,3.7,295.28,4033,1.0,1.0,1
1,1,11,2,1,5,48,31,3,5,5,2,1,2.0,2.0,3.74,299.02,1725,1.0,1.0,1
1,1,12,2,1,6,34,12,5,4,4,2,1,2.0,2.0,4.21,303.23,1289,1.0,1.0,1
1,1,13,2,2,1,17,7,5,3,5,1,1,2.0,2.0,3.55,306.78,2575,1.0,2.0,1
1,1,14,2,2,2,45,11,4,2,4,1,1,2.0,2.0,4.37,311.15,4305,1.0,1.0,1
1,1,15,2,2,3,32,43,2,4,2,1,1,2.0,2.0,4.27,315.42,2712,1.0,1.0,1
1,1,16,2,2,4,12,11,3,4,3,1,1,2.0,2.0,3.61,319.03,1519,1.0,1.0,1
1,1,17,2,2,5,24,46,3,4,3,1,1,2.0,2.0,3.87,322.9,3986,1.0,1.0,1
1,1,18,2,1,1,49,21,3,2,2,2,1,2.0,2.0,3.44,326.34,1616,1.0,2.0,1
1,1,19,2,1,2,38,48,3,5,5,2,1,2.0,2.0,2.96,329.3,3768,1.0,1.0,1
1,1,20,2,1,3,38,1,4,5,5,2,1,2.0,2.0,4.46,333.76,1136,1.0,1.0,1
1,1,21,2,1,4,5,43,4,2,2,2,1,2.0,2.0,3.76,337.52,3021,1.0,1.0,1
1,1,22,2,1,5,33,13,2,5,5,2,1,2.0,2.0,4.15,341.67,2855,1.0,1.0,1
1,1,23,2,2,1,51,31,4,2,4,1,1,2.0,2.0,4.11,345.78,1967,1.0,2.0,1
1,1,24,2,2,2,37,30,3,4,3,1,1,2.0,2.0,4.01,349.79,4463,1.0,1.0,1
1,1,25,2,2,3,44,38,3,2,3,1,1,2.0,2.0,3.53,353.32,2953,1.0,1.0,1
1,1,26,2,2,4,31,25,5,3,5,1,1,2.0,2.0,3.55,356.87,1897,1.0,1.0,1
1,1,27,2,1,1,18,24,4,2,2,2,1,2.0,2.0,3.82,360.69,3530,1.0,2.0,1
1,1,28,2,2,1,5,39,5,4,5,1,1,2.0,2.0,3.44,364.13,3056,1.0,2.0,1
1,1,29,2,2,2,50,39,2,4,2,1,1,2.0,2.0,3.5,367.63,1560,1.0,1.0,1
1,1,30,2,2,3,16,41,3,5,3,1,1,2.0,2.0,4.69,372.32,3449,1.0,1.0,1
1,1,31,2,1,1,11,53,2,5,5,2,1,2.0,2.0,4.03,376.35,1640,1.0,2.0,1
1,1,32,2,1,2,46,24,3,5,5,2,1,2.0,2.0,3.43,379.78,3182,1.0,1.0,1
1,1,33,2,2,1,17,8,2,3,2,1,1,2.0,2.0,3.98,383.76,2864,1.0,2.0,1
1,1,34,2,2,2,26,9,2,4,2,1,1,2.0,2.0,3.47,387.23,2169,1.0,1.0,1
1,1,35,2,1,1,34,17,3,2,2,2,1,2.0,2.0,3.36,390.59,1376,1.0,2.0,1
1,1,36,2,1,2,49,51,5,2,2,2,1,2.0,2.0,3.88,394.47,1383,1.0,1.0,1
1,1,37,2,1,3,49,13,3,2,2,2,1,2.0,2.0,4.45,398.92,2593,1.0,1.0,1
1,1,38,2,2,1,20,49,3,4,3,1,1,2.0,2.0,4.06,402.98,3674,1.0,2.0,1
1,1,39,2,1,1,5,3,5,3,3,2,1,2.0,2.0,4.31,407.29,1886,1.0,2.0,1
1,1,40,2,1,2,13,32,2,3,3,2,1,2.0,2.0,3.45,410.74,2849,1.0,1.0,1
1,1,41,2,1,3,53,38,2,5,5,2,1,2.0,2.0,3.78,414.52,3865,1.0,1.0,1
1,1,42,2,1,4,47,17,2,3,3,2,1,2.0,2.0,3.88,418.4,1689,1.0,1.0,1
1,1,43,2,2,1,16,48,5,4,5,1,1,2.0,2.0,3.43,421.83,1621,1.0,2.0,1
1,1,44,2,2,2,32,14,3,5,5,2,1,1.0,1.0,1.84,423.67,2559,0.0,2.0,1
1,1,45,2,2,3,1,20,4,2,4,1,1,2.0,2.0,4.44,428.11,1384,1.0,2.0,1
1,1,46,2,1,1,11,13,5,3,3,2,1,2.0,2.0,4.01,432.12,2960,1.0,2.0,1
1,1,47,2,1,2,24,26,4,3,3,2,1,2.0,2.0,3.7,435.82,3104,1.0,1.0,1
1,1,48,2,1,3,1,37,5,4,4,2,1,2.0,2.0,4.38,440.2,1857,1.0,1.0,1
1,1,49,2,2,1,52,45,2,3,3,2,1,1.0,1.0,2.03,442.23,2122,0.0,1.0,1
1,1,50,2,1,1,40,2,4,2,2,2,1,2.0,2.0,3.53,445.76,3248,1.0,1.0,1
1,1,51,2,2,1,14,52,4,3,3,2,1,1.0,1.0,2.16,447.92,1880,0.0,1.0,1
1,1,52,2,2,2,48,22,4,3,3,2,1,1.0,1.0,2.03,449.95,3456,0.0,1.0,1
1,1,53,2,2,3,44,3,4,5,5,2,1,1.0,1.0,2.17,452.12,4000,0.0,1.0,1
1,1,54,2,2,4,46,44,2,5,2,1,1,2.0,2.0,4.54,456.66,3526,1.0,2.0,1
1,1,55,2,1,1,14,49,2,3,3,2,1,2.0,2.0,3.68,460.34,2272,1.0,2.0,1
1,1,56,2,1,2,12,50,5,4,4,2,1,2.0,2.0,3.39,463.73,4405,1.0,1.0,1
1,1,57,2,2,1,45,15,3,4,3,1,1,2.0,2.0,3.97,467.7,3777,1.0,2.0,1
1,1,58,2,2,2,23,9,3,2,3,1,1,2.0,2.0,3.84,471.54,5037,1.0,1.0,1
1,1,59,2,2,3,25,48,4,3,4,1,1,2.0,2.0,3.6,475.14,2634,1.0,1.0,1
1,1,60,2,2,4,27,41,4,5,4,1,1,2.0,2.0,4.23,479.37,2726,1.0,1.0,1
1,1,61,2,2,5,28,1,3,4,3,1,1,2.0,2.0,4.7,484.07,2354,1.0,1.0,1
1,1,62,2,2,6,20,11,3,5,3,1,1,2.0,2.0,3.74,487.81,2047,1.0,1.0,1
1,1,63,2,1,1,22,21,5,3,3,2,1,2.0,2.0,3.6,491.41,2776,1.0,2.0,1
1,1,64,2,1,2,22,37,4,5,5,2,1,2.0,2.0,3.88,495.29,2303,1.0,1.0,1
1,1,65,2,1,3,25,22,2,4,4,2,1,2.0,2.0,4.31,499.6,2455,1.0,1.0,1
1,1,66,2,1,4,20,29,5,4,4,2,1,2.0,2.0,3.6,503.2,1296,1.0,1.0,1
1,1,67,2,1,5,13,3,5,2,2,2,1,2.0,2.0,3.43,506.63,3169,1.0,1.0,1
1,1,68,2,2,1,43,51,2,3,2,1,1,2.0,2.0,3.94,510.57,3024,1.0,2.0,1
1,1,69,2,2,2,17,4,2,4,2,1,1,2.0,2.0,3.97,514.54,1972,1.0,1.0,1
1,1,70,2,2,3,1,42,4,5,4,1,1,2.0,2.0,4.23,518.77,3174,1.0,1.0,1
1,1,71,2,2,4,22,8,4,3,4,1,1,2.0,2.0,3.72,522.49,2559,1.0,1.0,1
1,1,72,2,2,5,6,52,2,5,2,1,1,2.0,2.0,3.93,526.42,2003,1.0,1.0,1
1,1,73,2,1,1,4,49,5,2,2,2,1,2.0,2.0,3.8,530.22,2472,1.0,2.0,1
1,1,74,2,1,2,42,32,5,2,2,2,1,2.0,2.0,3.96,534.18,1447,1.0,1.0,1
1,1,75,2,1,3,35,50,5,3,3,2,1,2.0,2.0,4.72,538.9,2081,1.0,1.0,1
1,1,76,2,1,4,51,1,3,2,2,2,1,2.0,2.0,3.71,542.61,1038,1.0,1.0,1
1,1,77,2,2,1,19,1,5,4,5,1,1,2.0,2.0,3.37,545.98,4272,1.0,2.0,1
1,1,78,2,2,2,36,30,5,2,5,1,1,2.0,2.0,4.22,550.2,2559,1.0,1.0,1
1,1,79,2,1,1,53,28,2,5,5,2,1,2.0,2.0,3.57,553.77,1386,1.0,2.0,1
1,1,80,2,1,2,27,34,4,3,3,2,1,2.0,2.0,4.02,557.79,5738,1.0,1.0,1
1,1,81,2,1,3,52,21,3,5,5,2,1,2.0,2.0,3.7,561.49,2143,1.0,1.0,1
1,1,82,2,1,4,28,3,3,2,2,2,1,2.0,2.0,4.25,565.74,1377,1.0,1.0,1
1,1,83,2,1,5,11,1,4,5,5,2,1,2.0,2.0,4.26,570.0,1169,1.0,1.0,1
1,1,84,2,1,6,22,23,5,3,3,2,1,2.0,2.0,3.9,573.9,3024,1.0,1.0,1
1,1,1,3,1,1,2,14,5,4,4,2,1,2.0,2.0,3.03,576.93,3313,1.0,,1
1,1,2,3,1,2,3,37,4,3,3,2,1,2.0,2.0,4.06,580.99,4438,1.0,1.0,1
1,1,3,3,1,3,32,33,5,2,2,2,1,2.0,2.0,4.75,585.74,1095,1.0,1.0,1
1,1,4,3,1,4,52,15,2,4,4,2,1,2.0,2.0,4.48,590.22,881,1.0,1.0,1
1,1,5,3,1,5,21,13,5,4,4,2,1,2.0,2.0,3.26,593.48,1602,1.0,1.0,1
1,1,6,3,1,6,16,43,3,4,4,2,1,2.0,2.0,3.96,597.44,2898,1.0,1.0,1
1,1,7,3,2,1,44,5,4,3,4,1,1,2.0,2.0,3.68,601.12,3712,1.0,2.0,1
1,1,8,3,1,1,38,31,3,5,5,2,1,2.0,2.0,3.52,604.64,2960,1.0,2.0,1
1,1,9,3,1,2,8,14,2,4,4,2,1,2.0,2.0,3.42,608.06,1600,1.0,1.0,1
1,1,10,3,1,3,7,42,3,5,5,2,1,2.0,2.0,4.14,612.2,2680,1.0,1.0,1
1,1,11,3,2,1,18,17,4,5,4,1,1,2.0,2.0,3.8,616.0,4432,1.0,2.0,1
1,1,12,3,2,2,10,46,2,5,2,1,1,2.0,2.0,4.03,620.03,1720,1.0,1.0,1
1,1,13,3,2,3,26,7,5,4,5,1,1,2.0,2.0,3.83,623.86,1353,1.0,1.0,1
1,1,14,3,1,1,52,50,3,4,4,2,1,2.0,2.0,3.78,627.64,1896,1.0,2.0,1
1,1,15,3,1,2,27,4,4,5,5,2,1,2.0,2.0,4.17,631.81,2966,1.0,1.0,1
1,1,16,3,2,1,8,35,3,2,3,1,1,2.0,2.0,4.34,636.15,3656,1.0,2.0,1
1,1,17,3,2,2,42,29,5,3,5,1,1,2.0,2.0,5.0,641.15,3128,1.0,1.0,1
1,1,18,3,2,3,48,8,2,5,2,1,1,2.0,2.0,3.36,644.51,2961,1.0,1.0,1
1,1,19,3,2,4,20,49,2,4,2,1,1,2.0,2.0,3.52,648.03,2559,1.0,1.0,1
1,1,20,3,2,5,14,21,5,2,5,1,1,2.0,2.0,4.49,652.52,1625,1.0,1.0,1
1,1,21,3,1,1,51,11,3,5,5,2,1,2.0,2.0,3.82,656.34,1550,1.0,2.0,1
1,1,22,3,1,2,13,25,5,2,2,2,1,2.0,2.0,3.35,659.69,1800,1.0,1.0,1
1,1,23,3,1,3,15,23,5,3,5,1,1,1.0,1.0,2.04,661.73,2153,0.0,2.0,1
1,1,24,3,1,4,4,32,5,4,4,2,1,2.0,2.0,4.73,666.46,1864,1.0,2.0,1
1,1,25,3,1,5,22,35,4,2,4,1,1,1.0,1.0,2.08,668.54,2057,0.0,2.0,1
1,1,26,3,2,1,27,43,4,5,4,1,1,2.0,2.0,4.92,673.46,2874,1.0,1.0,1
1,1,27,3,2,2,11,24,4,2,2,2,1,1.0,1.0,2.06,675.52,1295,0.0,2.0,1
1,1,28,3,1,1,20,43,2,3,3,2,1,2.0,2.0,4.88,680.4,3071,1.0,1.0,1
1,1,29,3,1,2,32,25,5,2,2,2,1,2.0,2.0,3.84,684.24,2467,1.0,1.0,1
1,1,30,3,1,3,26,13,3,4,4,2,1,2.0,2.0,3.46,687.7,2264,1.0,1.0,1
1,1,31,3,1,4,33,6,2,5,5,2,1,2.0,2.0,3.9,691.6,1329,1.0,1.0,1
1,1,32,3,2,1,18,45,4,3,4,1,1,2.0,2.0,4.56,696.16,2391,1.0,2.0,1
1,1,33,3,2,2,52,35,3,5,3,1,1,2.0,2.0,3.47,699.63,2879,1.0,1.0,1
1,1,34,3,2,3,46,18,5,3,5,1,1,2.0,2.0,4.3,703.93,1926,1.0,1.0,1
1,1,35,3,2,4,16,8,2,3,2,1,1,2.0,2.0,3.72,707.65,1552,1.0,1.0,1
1,1,36,3,1,1,27,7,2,3,3,2,1,2.0,2.0,4.26,711.91,2833,1.0,2.0,1
1,1,37,3,2,1,34,52,5,4,5,1,1,2.0,2.0,3.48,715.39,2344,1.0,2.0,1
1,1,38,3,2,2,38,20,2,3,2,1,1,2.0,2.0,4.04,719.43,2540,1.0,1.0,1
1,1,39,3,2,3,35,44,4,2,4,1,1,2.0,2.0,3.06,722.49,2222,1.0,1.0,1
1,1,40,3,2,4,43,16,4,2,4,1,1,2.0,2.0,3.77,726.26,3184,1.0,1.0,1
1,1,41,3,2,5,42,11,4,3,4,1,1,2.0,2.0,4.22,730.48,2776,1.0,1.0,1
1,1,42,3,2,6,13,29,2,4,2,1,1,2.0,2.0,3.85,734.33,1088,1.0,1.0,1
1,1,43,3,1,1,16,44,4,5,5,2,1,2.0,2.0,4.58,738.91,3695,1.0,2.0,1
1,1,44,3,1,2,39,28,5,3,3,2,1,2.0,2.0,3.7,742.61,1694,1.0,1.0,1
1,1,45,3,2,1,11,32,4,2,4,1,1,2.0,2.0,2.9,745.51,1632,1.0,2.0,1
1,1,46,3,1,1,36,52,3,2,2,2,1,2.0,2.0,3.42,748.93,1294,1.0,2.0,1
1,1,47,3,1,2,51,34,2,3,3,2,1,2.0,2.0,4.5,753.43,1910,1.0,1.0,1
1,1,48,3,1,3,52,25,2,4,4,2,1,2.0,2.0,3.95,757.38,2400,1.0,1.0,1
1,1,49,3,1,4,46,43,4,5,5,2,1,2.0,2.0,4.18,761.56,3133,1.0,1.0,1
1,1,50,3,1,5,33,34,5,4,4,2,1,2.0,2.0,4.44,766.0,3826,1.0,1.0,1
1,1,51,3,2,1,50,54,3,2,3,1,1,2.0,2.0,3.0,769.0,1967,1.0,2.0,1
1,1,52,3,2,2,8,2,2,5,2,1,1,2.0,2.0,3.7,772.7,3378,1.0,1.0,1
1,1,53,3,2,3,9,53,3,5,3,1,1,2.0,2.0,3.67,776.37,1297,1.0,1.0,1
1,1,54,3,2,4,54,34,4,5,4,1,1,2.0,2.0,3.52,779.89,1745,1.0,1.0,1
1,1,55,3,1,1,54,4,3,5,5,2,1,2.0,2.0,3.91,783.8,3130,1.0,2.0,1
1,1,56,3,1,2,34,19,3,2,2,2,1,2.0,2.0,4.72,788.52,3392,1.0,1.0,1
1,1,57,3,1,3,44,29,5,2,2,2,1,2.0,2.0,3.98,792.5,1289,1.0,1.0,1
1,1,58,3,1,4,51,40,2,5,5,2,1,2.0,2.0,4.58,797.08,2574,1.0,1.0,1
1,1,59,3,2,1,30,43,5,3,5,1,1,2.0,2.0,3.67,800.75,1751,1.0,2.0,1
1,1,60,3,2,2,14,29,5,3,5,1,1,2.0,2.0,4.0,804.75,1287,1.0,1.0,1
1,1,61,3,2,3,12,24,2,3,2,1,1,2.0,2.0,3.63,808.38,729,1.0,1.0,1
1,1,62,3,2,4,4,44,3,4,3,1,1,2.0,2.0,4.28,812.66,4257,1.0,1.0,1
1,1,63,3,2,5,10,6,4,2,4,1,1,2.0,2.0,3.88,816.54,1744,1.0,1.0,1
1,1,64,3,2,6,45,54,2,4,2,1,1,2.0,2.0,4.23,820.77,3551,1.0,1.0,1
1,1,65,3,1,1,32,7,4,3,3,2,1,2.0,2.0,4.31,825.08,2823,1.0,2.0,1
1,1,66,3,1,2,43,14,3,4,4,2,1,2.0,2.0,3.96,829.04,2439,1.0,1.0,1
1,1,67,3,1,3,41,32,2,3,3,2,1,2.0,2.0,4.42,833.46,1632,1.0,1.0,1
1,1,68,3,1,4,50,28,3,2,2,2,1,2.0,2.0,5.09,838.55,1322,1.0,1.0,1
1,1,69,3,1,5,21,6,4,5,5,2,1,2.0,2.0,4.25,842.8,2313,1.0,1.0,1
1,1,70,3,1,6,17,25,5,2,2,2,1,2.0,2.0,3.99,846.79,2529,1.0,1.0,1
1,1,71,3,2,1,48,44,5,2,5,1,1,2.0,2.0,4.43,851.22,3378,1.0,2.0,1
1,1,72,3,2,2,4,27,4,2,4,1,1,2.0,2.0,4.03,855.25,3026,1.0,1.0,1
1,1,73,3,2,3,39,42,3,5,3,1,1,2.0,2.0,3.48,858.73,4087,1.0,1.0,1
1,1,74,3,1,1,47,10,3,2,2,2,1,2.0,2.0,4.23,862.96,2179,1.0,2.0,1
1,1,75,3,1,2,17,5,2,4,4,2,1,2.0,2.0,4.0,866.96,1976,1.0,1.0,1
1,1,76,3,1,3,25,36,4,3,3,2,1,2.0,2.0,3.87,870.83,2343,1.0,1.0,1
1,1,77,3,2,1,38,22,2,5,2,1,1,2.0,2.0,4.6,875.43,4691,1.0,2.0,1
1,1,78,3,2,2,18,11,5,3,5,1,1,2.0,2.0,4.88,880.31,2688,1.0,1.0,1
1,1,79,3,2,3,44,17,2,5,2,1,1,2.0,2.0,3.75,884.06,2098,1.0,1.0,1
1,1,80,3,2,4,41,36,4,3,4,1,1,2.0,2.0,4.05,888.11,2327,1.0,1.0,1
1,1,81,3,2,5,24,38,3,2,3,1,1,2.0,2.0,3.62,891.73,2650,1.0,1.0,1
1,1,82,3,1,1,21,35,3,4,4,2,1,2.0,2.0,4.32,896.05,2018,1.0,2.0,1
